# dual multiplier for the CMS Extremal Problem 2 constant C_+(A)
# m = 1 on [0,1], the cells below on [1,T], 0 past T; m even.
# C_+(A) <= sup_x |mcheck(x)|,  mcheck(x) = int e^{2 pi i x t} m(t) dt
# 300 geometric cells (p=2.2) on [1,11]; float sup on a 1e-4 grid (not a proof): 1.119213495
# certified in ARB: C_+(12) <= 1.11927   (certificates/cplus_dual_cert.py)
A = 12
T = 11
cell 1226219/1048576 1234641/1048576 1
cell 1234641/1048576 1243275/1048576 1
cell 1243275/1048576 313031/262144 1
cell 313031/262144 315297/262144 1
cell 315297/262144 1270467/1048576 1
cell 1270467/1048576 319991/262144 1
cell 319991/262144 1289677/1048576 1
cell 1289677/1048576 1299609/1048576 1
cell 1299609/1048576 20465/16384 1
cell 20465/16384 1320131/1048576 1
cell 1320131/1048576 1330723/1048576 1
cell 1330723/1048576 1341535/1048576 1
cell 1341535/1048576 1352571/1048576 -8056849/1048576
cell 1352571/1048576 1363829/1048576 1
cell 1363829/1048576 687655/524288 1
cell 687655/524288 1387017/1048576 1
cell 1387017/1048576 349737/262144 1
cell 349737/262144 1411105/1048576 1
cell 1411105/1048576 11121/8192 1
cell 11121/8192 1436099/1048576 1
cell 1436099/1048576 724469/524288 -17525/32768
cell 724469/524288 1462005/1048576 -1846937/1048576
cell 1462005/1048576 737651/524288 1
cell 737651/524288 372207/262144 1
cell 372207/262144 1502585/1048576 1
cell 1502585/1048576 1516573/1048576 1
cell 1516573/1048576 1530793/1048576 1
cell 1530793/1048576 772623/524288 643459/1048576
cell 772623/524288 389983/262144 -3755587/1048576
cell 389983/262144 1574851/1048576 1
cell 1574851/1048576 1590005/1048576 1
cell 1590005/1048576 1605393/1048576 1
cell 1605393/1048576 810509/524288 1
cell 810509/524288 818439/524288 -2275439/1048576
cell 818439/524288 1652975/1048576 165289/524288
cell 1652975/1048576 1669309/1048576 1
cell 1669309/1048576 1685881/1048576 1
cell 1685881/1048576 425673/262144 1
cell 425673/262144 859871/524288 1
cell 859871/524288 1737031/1048576 -889631/524288
cell 1737031/1048576 27415/16384 -826001/1048576
cell 27415/16384 886165/524288 1
cell 886165/524288 895171/524288 1
cell 895171/524288 1808595/1048576 1
cell 1808595/1048576 913545/524288 -50825/32768
cell 913545/524288 461457/262144 -286419/1048576
cell 461457/262144 932405/524288 1
cell 932405/524288 1884035/1048576 95301/262144
cell 1884035/1048576 1903505/1048576 1
cell 1903505/1048576 1923219/1048576 -628677/1048576
cell 1923219/1048576 1943179/1048576 904243/1048576
cell 1943179/1048576 1963385/1048576 -1511313/1048576
cell 1963385/1048576 991919/524288 1
cell 991919/524288 2004537/1048576 1
cell 2004537/1048576 506371/262144 -1340375/1048576
cell 506371/262144 1023339/524288 85839/131072
cell 1023339/524288 2068121/1048576 -110439/524288
cell 2068121/1048576 2089813/1048576 1
cell 2089813/1048576 1055877/524288 -942199/1048576
cell 1055877/524288 2133945/1048576 201435/262144
cell 2133945/1048576 1078193/524288 -192749/1048576
cell 1078193/524288 1089539/524288 1
cell 1089539/524288 2202021/1048576 -1607295/1048576
cell 2202021/1048576 34769/16384 1
cell 34769/16384 2248663/1048576 -442835/1048576
cell 2248663/1048576 2272363/1048576 47909/131072
cell 2272363/1048576 2296315/1048576 -195851/1048576
cell 2296315/1048576 2320521/1048576 225531/1048576
cell 2320521/1048576 2344981/1048576 -146493/262144
cell 2344981/1048576 2369695/1048576 1
cell 2369695/1048576 299333/131072 -101629/1048576
cell 299333/131072 2419889/1048576 -631463/524288
cell 2419889/1048576 305671/131072 1
cell 305671/131072 38611/16384 -10565/524288
cell 38611/16384 2497097/1048576 -790411/524288
cell 2497097/1048576 1261673/524288 1
cell 1261673/524288 2549853/1048576 1
cell 2549853/1048576 1288309/524288 -2283611/1048576
cell 1288309/524288 325455/131072 509493/524288
cell 325455/131072 1315461/524288 1
cell 1315461/524288 1329231/524288 -1334259/524288
cell 1329231/524288 1343131/524288 1
cell 1343131/524288 2714321/1048576 -144419/524288
cell 2714321/1048576 2742641/1048576 -502339/1048576
cell 2742641/1048576 2771221/1048576 1
cell 2771221/1048576 1400031/524288 -1428305/1048576
cell 1400031/524288 2829165/1048576 -211773/524288
cell 2829165/1048576 1429265/524288 1
cell 1429265/524288 722039/262144 -491795/524288
cell 722039/262144 1459023/524288 -485987/262144
cell 1459023/524288 1474099/524288 1
cell 1474099/524288 2978613/1048576 1
cell 2978613/1048576 3009293/1048576 -2548585/1048576
cell 3009293/1048576 760059/262144 339823/524288
cell 760059/262144 767861/262144 1
cell 767861/262144 3102917/1048576 -250123/65536
cell 3102917/1048576 1567327/524288 430415/1048576
cell 1567327/524288 1583329/524288 1
cell 1583329/524288 3198927/1048576 1
cell 3198927/1048576 3231463/1048576 1
cell 3231463/1048576 1632133/524288 1
cell 1632133/524288 3297335/1048576 1
cell 3297335/1048576 208167/65536 1
cell 208167/65536 3364277/1048576 1
cell 3364277/1048576 1699075/524288 367289/1048576
cell 1699075/524288 3432291/1048576 -3065915/1048576
cell 3432291/1048576 3466701/1048576 1
cell 3466701/1048576 875345/262144 -113391/262144
cell 875345/262144 3536329/1048576 1
cell 3536329/1048576 892887/262144 418475/524288
cell 892887/262144 3607037/1048576 -992855/524288
cell 3607037/1048576 910699/262144 1
cell 910699/262144 3678827/1048576 -558003/1048576
cell 3678827/1048576 464391/131072 -381663/524288
cell 464391/131072 3751701/1048576 1
cell 3751701/1048576 1894273/524288 323759/524288
cell 1894273/524288 467/128 -867525/524288
cell 467/128 1931527/524288 43071/65536
cell 1931527/524288 3900717/1048576 -352575/1048576
cell 3900717/1048576 3938653/1048576 4761/524288
cell 3938653/1048576 3976863/1048576 122681/524288
cell 3976863/1048576 2007673/524288 6201/131072
cell 2007673/524288 506763/131072 -728169/1048576
cell 506763/131072 255821/65536 277877/1048576
cell 255821/65536 1033111/262144 -8947/65536
cell 1033111/262144 2086013/524288 -10041/131072
cell 2086013/524288 1052971/262144 341519/1048576
cell 1052971/262144 2126009/524288 -172129/262144
cell 2126009/524288 1073107/262144 585775/1048576
cell 1073107/262144 2166557/524288 -1035001/1048576
cell 2166557/524288 2187039/524288 1
cell 2187039/524288 2207659/524288 -387539/524288
cell 2207659/524288 1114209/262144 457909/1048576
cell 1114209/262144 4498631/1048576 -46763/131072
cell 4498631/1048576 141897/32768 -75627/1048576
cell 141897/32768 286441/65536 23585/524288
cell 286441/65536 4625687/1048576 207373/1048576
cell 4625687/1048576 1167149/262144 -22249/1048576
cell 1167149/262144 588973/131072 -62127/262144
cell 588973/131072 4755253/1048576 116265/1048576
cell 4755253/1048576 599875/131072 -266987/1048576
cell 599875/131072 4843029/1048576 1
cell 4843029/1048576 4887337/1048576 -237935/262144
cell 4887337/1048576 2465963/524288 535297/1048576
cell 2465963/524288 1244199/262144 -35767/1048576
cell 1244199/262144 1255487/262144 -1799/32768
cell 1255487/262144 5067381/1048576 864967/1048576
cell 5067381/1048576 639137/131072 -315509/1048576
cell 639137/131072 2579547/524288 178941/1048576
cell 2579547/524288 5205373/1048576 -18099/65536
cell 5205373/1048576 164123/32768 1
cell 164123/32768 5298781/1048576 1
cell 5298781/1048576 2672955/524288 -468667/262144
cell 2672955/524288 5393323/1048576 -147959/524288
cell 5393323/1048576 5441019/1048576 1
cell 5441019/1048576 686125/131072 -1309121/1048576
cell 686125/131072 5537265/1048576 -1116317/1048576
cell 5537265/1048576 5585815/1048576 1
cell 5585815/1048576 2817325/524288 486359/524288
cell 2817325/524288 2841885/524288 -778381/524288
cell 2841885/524288 716647/131072 344813/524288
cell 716647/131072 5782867/1048576 -581137/1048576
cell 5782867/1048576 5832845/1048576 899681/1048576
cell 5832845/1048576 5883109/1048576 -364125/1048576
cell 5883109/1048576 1483415/262144 -358381/1048576
cell 1483415/262144 2992249/524288 28341/131072
cell 2992249/524288 6035623/1048576 180845/524288
cell 6035623/1048576 6087035/1048576 -316323/1048576
cell 6087035/1048576 383671/65536 11699/262144
cell 383671/65536 1547681/262144 -283/4096
cell 1547681/262144 6243001/1048576 22509/65536
cell 6243001/1048576 3147783/524288 -128307/524288
cell 3147783/524288 1587105/262144 167035/1048576
cell 1587105/262144 6401563/1048576 -45467/262144
cell 6401563/1048576 6454995/1048576 339811/1048576
cell 6454995/1048576 6508717/1048576 -66963/524288
cell 6508717/1048576 6562729/1048576 35243/1048576
cell 6562729/1048576 6617031/1048576 -1385/32768
cell 6617031/1048576 6671623/1048576 98727/524288
cell 6671623/1048576 3363253/524288 -3961/524288
cell 3363253/524288 423855/65536 -3039/32768
cell 423855/65536 6837145/1048576 9619/1048576
cell 6837145/1048576 6892901/1048576 26475/131072
cell 6892901/1048576 3474475/524288 -66847/1048576
cell 3474475/524288 3502645/524288 -258853/1048576
cell 3502645/524288 3530961/524288 305455/1048576
cell 3530961/524288 3559423/524288 -96963/524288
cell 3559423/524288 56063/8192 20675/1048576
cell 56063/8192 3616787/524288 -118157/524288
cell 3616787/524288 7291377/1048576 -30191/524288
cell 7291377/1048576 3674737/524288 129207/524288
cell 3674737/524288 7407865/1048576 -502535/1048576
cell 7407865/1048576 7466549/1048576 -432009/1048576
cell 7466549/1048576 940691/131072 1
cell 940691/131072 237025/32768 -9717/16384
cell 237025/32768 477773/65536 96491/1048576
cell 477773/65536 7704231/1048576 971501/1048576
cell 7704231/1048576 1941097/262144 -1021593/1048576
cell 1941097/262144 7824841/1048576 409641/1048576
cell 7824841/1048576 3942795/524288 11401/262144
cell 3942795/524288 3973317/524288 89655/1048576
cell 3973317/524288 8007975/1048576 -41325/131072
cell 8007975/1048576 2017403/262144 9187/32768
cell 2017403/262144 8131545/1048576 1061/262144
cell 8131545/1048576 8193775/1048576 -25719/131072
cell 8193775/1048576 8256303/1048576 18337/131072
cell 8256303/1048576 8319127/1048576 10773/1048576
cell 8319127/1048576 8382249/1048576 -135/2048
cell 8382249/1048576 8445669/1048576 -4919/524288
cell 8445669/1048576 8509387/1048576 22619/524288
cell 8509387/1048576 8573403/1048576 -9465/524288
cell 8573403/1048576 8637717/1048576 -19255/262144
cell 8637717/1048576 4351165/524288 26357/524288
cell 4351165/524288 4383621/524288 -5879/1048576
cell 4383621/524288 4416227/524288 -36515/524288
cell 4416227/524288 2224491/262144 785/1048576
cell 2224491/262144 4481887/524288 29635/524288
cell 4481887/524288 2257471/262144 -27021/262144
cell 2257471/262144 4548147/524288 -1639/262144
cell 4548147/524288 2290751/262144 53997/524288
cell 2290751/262144 9230015/1048576 -75069/524288
cell 9230015/1048576 9297327/1048576 131849/1048576
cell 9297327/1048576 9364939/1048576 -32989/1048576
cell 9364939/1048576 9432853/1048576 6633/65536
cell 9432853/1048576 9501067/1048576 -54489/524288
cell 9501067/1048576 598099/65536 20765/131072
cell 598099/65536 4819201/524288 48421/1048576
cell 4819201/524288 9707523/1048576 -216629/1048576
cell 9707523/1048576 4888473/524288 243447/1048576
cell 4888473/524288 9846671/1048576 -4747/16384
cell 9846671/1048576 9916699/1048576 37943/262144
cell 9916699/1048576 4993515/524288 1/65536
cell 4993515/524288 157151/16384 -18727/262144
cell 157151/16384 10128601/1048576 21113/524288
cell 10128601/1048576 5099921/524288 23503/1048576
cell 5099921/524288 10271387/1048576 -77419/1048576
cell 10271387/1048576 2585809/262144 37505/524288
cell 2585809/262144 10415389/1048576 -10317/262144
cell 10415389/1048576 5243923/524288 -545/262144
cell 5243923/524288 10560609/1048576 14303/1048576
cell 10560609/1048576 2658419/262144 -3807/524288
cell 2658419/262144 1338381/131072 -10113/1048576
cell 1338381/131072 10780725/1048576 11223/524288
cell 10780725/1048576 2713677/262144 -11141/1048576
cell 2713677/262144 2732249/262144 -59/32768
cell 2732249/262144 11003591/1048576 23991/1048576
cell 11003591/1048576 2769623/262144 -15503/1048576
cell 2769623/262144 11153699/1048576 6991/1048576
cell 11153699/1048576 2807303/262144 14653/524288
cell 2807303/262144 1413129/131072 -38049/1048576
cell 1413129/131072 1422645/131072 41217/1048576
cell 1422645/131072 5728797/524288 -38095/1048576
cell 5728797/524288 11 1581/524288
